Serial,Year,Week,Game,Pick,Opponent,h?,Spread,Elo,Weighted DVOA,Difference,Weights,Correct?,Points
2019-12-7,2019,12,7,New Orleans,Carolina,x,-7.5,-11.96,,4.46,14,yes,14
2019-12-8,2019,12,8,Oakland,N.Y. Jets,,,4.36,,-4.36,9,no,0
2019-12-9,2019,12,9,Seattle,Philadelphia,,-1.5,4.72,,-6.22,6,yes,6
2019-12-10,2019,12,10,Detroit,Washington,,,,,0,10,no,0
2019-12-11,2019,12,11,Jacksonville,Tennessee,,,9.8,,-9.8,1,no,0
2019-12-12,2019,12,12,New England,Dallas,x,-5,-6.28,,1.28,5,yes,5
2019-12-13,2019,12,13,Green Bay,San Francisco,,,3.32,,-3.32,8,no,0
2019-12-14,2019,12,14,Baltimore,L.A. Rams,,,-5.96,,5.96,13,yes,13
2019-13-1,2019,13,1,Chicago,Detroit,,3,-0.84,-1.30%,3.84,10,yes,10
2019-13-2,2019,13,2,Dallas,Buffalo,x,-3,-1.16,22.00%,-1.84,12,no,0
2019-13-3,2019,13,3,New Orleans,Atlanta,,-3.5,-6.64,37.70%,3.14,11,yes,11
2019-13-4,2019,13,4,N.Y. Jets,Cincinnati,,-6,-0.52,22.60%,-5.48,5,no,0
2019-13-5,2019,13,5,Indianapolis,Tennessee,x,3.5,-0.04,0.60%,3.54,1,no,0
2019-13-6,2019,13,6,Philadelphia,Miami,,-8.5,-3.16,53.80%,-5.34,16,no,0
2019-13-7,2019,13,7,Green Bay,N.Y. Giants,,-13,-8.92,26.80%,-4.08,13,yes,13
2019-13-8,2019,13,8,Cleveland,Pittsburgh,,-10,3.04,4.90%,-13.04,4,no,0
2019-13-9,2019,13,9,Carolina,Washington,x,2,-10.88,16.20%,12.88,14,no,0
2019-13-10,2019,13,10,Tampa Bay,Jacksonville,,-3.5,-2.08,2.60%,-1.42,3,yes,3
2019-13-11,2019,13,11,Baltimore,San Francisco,x,-5.5,-5.96,10.20%,0.46,8,yes,8
2019-13-12,2019,13,12,Arizona,L.A. Rams,x,1.5,7.04,0.70%,-5.54,7,no,0
2019-13-13,2019,13,13,L.A. Chargers,Denver,,-2.5,2.24,3.50%,-4.74,2,no,0
2019-13-14,2019,13,14,Kansas City,Oakland,x,3.5,-11.16,36.70%,14.66,15,yes,15
2019-13-15,2019,13,15,New England,Houston,,-3.5,-0.48,47.20%,-3.02,9,no,0
2019-13-16,2019,13,16,Minnesota,Seattle,,3,0.8,0.70%,2.2,6,no,0
2019-14-1,2019,14,1,Dallas,Chicago,,-3,1.64,19.60%,-4.64,2,no,0
2019-14-2,2019,14,2,Atlanta,Carolina,x,-3,1.04,7.60%,-4.04,3,yes,3
2019-14-3,2019,14,3,Baltimore,Buffalo,,-5.5,-3.6,37.40%,-1.9,11,yes,11
2019-14-4,2019,14,4,Cleveland,Cincinnati,x,-7.5,-8.72,30.20%,1.22,13,yes,13
2019-14-5,2019,14,5,Green Bay,Washington,x,-12,-13.64,34.10%,1.64,16,yes,16
2019-14-6,2019,14,6,Minnesota,Detroit,x,-13,-10.04,27.70%,-2.96,15,yes,15
2019-14-7,2019,14,7,New Orleans,San Francisco,x,-2.5,-2.92,-7.70%,0.42,1,no,0
2019-14-8,2019,14,8,N.Y. Jets,Miami,x,-5.5,-4.64,22.60%,-0.86,10,yes,10
2019-14-9,2019,14,9,Tampa Bay,Indianapolis,x,-3,-2.12,-2.70%,-0.88,6,yes,6
2019-14-10,2019,14,10,Houston,Denver,x,-9,-8.2,8.60%,-0.8,12,no,0
2019-14-11,2019,14,11,Jacksonville,L.A. Chargers,x,3,1.2,-9.00%,1.8,5,no,0
2019-14-12,2019,14,12,Tennessee,Oakland,,-2.5,-2.92,14.00%,0.42,7,yes,7
2019-14-13,2019,14,13,Kansas City,New England,,3,3.96,-5.70%,-0.96,9,yes,9
2019-14-14,2019,14,14,Pittsburgh,Arizona,,-2.5,-3.88,10.90%,1.38,8,yes,8
2019-14-15,2019,14,15,Seattle,L.A. Rams,,0,1,19.60%,-1,4,no,0
2019-14-16,2019,14,16,Philadelphia,N.Y. Giants,x,-9.5,-10.92,27.50%,1.42,14,yes,14
2019-15-1,2019,15,1,Baltimore,N.Y. Jets,x,-17,-15.68,65.40%,-1.32,16,yes,16
2019-15-2,2019,15,2,New England,Cincinnati,,-10,-10.08,52.30%,0.08,14,yes,14
2019-15-3,2019,15,3,Tampa Bay,Detroit,,-3.5,-0.36,14.40%,-3.14,5,yes,5
2019-15-4,2019,15,4,Green Bay,Chicago,x,-4.5,-4,4.70%,-0.5,7,yes,7
2019-15-5,2019,15,5,Tennessee,Houston,x,-3,-4.44,12.80%,1.44,10,no,0
2019-15-6,2019,15,6,Kansas City,Denver,x,-9.5,-9.52,31.30%,0.02,13,yes,13
2019-15-7,2019,15,7,Miami,N.Y. Giants,,3.5,0.08,-12.40%,3.42,1,no,0
2019-15-8,2019,15,8,Philadelphia,Washington,,-4.5,-5.88,33.40%,1.38,11,yes,11
2019-15-9,2019,15,9,Seattle,Carolina,,-6.5,-0.92,44.60%,-5.58,8,yes,8
2019-15-10,2019,15,10,Oakland,Jacksonville,x,-6.5,-5.2,11.10%,-1.3,6,no,0
2019-15-11,2019,15,11,Cleveland,Arizona,,-2.5,-4.48,12.90%,1.98,2,no,0
2019-15-12,2019,15,12,Minnesota,L.A. Chargers,,-2.5,-1.96,16.70%,-0.54,9,yes,9
2019-15-13,2019,15,13,Dallas,L.A. Rams,x,1.5,0.88,6.60%,0.62,4,yes,4
2019-15-14,2019,15,14,San Francisco,Atlanta,x,-10,-11.12,42.80%,1.12,15,no,0
2019-15-15,2019,15,15,Pittsburgh,Buffalo,x,-2,-1.44,-4.80%,-0.56,3,no,0
2019-15-16,2019,15,16,New Orleans,Indianapolis,x,-9,-9.44,32.10%,0.44,12,yes,12
2019-16-1,2019,16,1,Tampa Bay,Houston,x,0,-0.16,9.30%,0.16,1,no,0
2019-16-2,2019,16,2,New England,Buffalo,x,-16,-6.92,14.70%,-9.08,7,yes,7
2019-16-3,2019,16,3,San Francisco,L.A. Rams,x,-3.5,-4.92,19.40%,1.42,14,yes,14
2019-16-4,2019,16,4,Atlanta,Jacksonville,x,0,-8.96,31.50%,8.96,12,yes,12
2019-16-5,2019,16,5,Baltimore,Cleveland,,2,-10.2,62.30%,12.2,16,yes,16
2019-16-6,2019,16,6,New Orleans,Tennessee,,-13,-3.24,26.30%,-9.76,9,yes,9
2019-16-7,2019,16,7,Indianapolis,Carolina,x,-5,-3.28,34.00%,-1.72,5,yes,5
2019-16-8,2019,16,8,Miami,Cincinnati,x,16,-4.32,-9.20%,20.32,6,yes,6
2019-16-9,2019,16,9,Pittsburgh,N.Y. Jets,,-2,-0.4,9.80%,-1.6,3,no,0
2019-16-10,2019,16,10,N.Y. Giants,Washington,,4,-0.24,2.40%,4.24,4,yes,4
2019-16-11,2019,16,11,Denver,Detroit,x,-3.5,-4.96,18.50%,1.46,10,yes,10
2019-16-12,2019,16,12,L.A. Chargers,Oakland,x,9,-3.6,9.50%,12.6,11,no,0
2019-16-13,2019,16,13,Philadelphia,Dallas,x,-4,-3.92,-5.40%,-0.08,2,yes,2
2019-16-14,2019,16,14,Seattle,Arizona,x,3.5,-7.56,13.70%,11.06,15,no,0
2019-16-15,2019,16,15,Kansas City,Chicago,,-9,-5.6,36.80%,-3.4,13,yes,13
2019-16-16,2019,16,16,Minnesota,Green Bay,x,3,-1.44,10.80%,4.44,8,no,0
2019-17-1,2019,17,1,Buffalo,N.Y. Jets,x,-1,-7.64,27.10%,6.64,7,no,0
2019-17-2,2019,17,2,Cincinnati,Cleveland,x,3,3.2,-9.20%,-0.2,4,yes,4
2019-17-3,2019,17,3,Green Bay,Detroit,,-12,-5.16,30.20%,-6.84,14,yes,14
2019-17-4,2019,17,4,Kansas City,L.A. Chargers,x,-9,-13,36.10%,4,13,yes,13
2019-17-5,2019,17,5,Chicago,Minnesota,,-3,6.44,-24.10%,-9.44,1,yes,1
2019-17-6,2019,17,6,New England,Miami,x,-16,-15.48,59.10%,-0.52,16,no,0
2019-17-7,2019,17,7,Tampa Bay,Atlanta,x,0,-2.32,9.90%,2.32,3,no,0
2019-17-8,2019,17,8,New Orleans,Carolina,,-13,-6.4,72.50%,-6.6,15,yes,15
2019-17-9,2019,17,9,Dallas,Washington,x,-11,-12.16,31.20%,1.16,12,yes,12
2019-17-10,2019,17,10,Denver,Oakland,x,-3.5,-5.4,10.40%,1.9,9,yes,9
2019-17-11,2019,17,11,Arizona,L.A. Rams,,6,8.96,-4.30%,-2.96,2,no,0
2019-17-12,2019,17,12,Philadelphia,N.Y. Giants,,-4,-5.44,23.40%,1.44,10,yes,10
2019-17-13,2019,17,13,Indianapolis,Jacksonville,,-5,-2.88,32.20%,-2.12,8,no,0
2019-17-14,2019,17,14,Baltimore,Pittsburgh,x,2,-12.96,53.60%,14.96,5,yes,5
2019-17-15,2019,17,15,Tennessee,Houston,,-6,3.16,12.30%,-9.16,11,yes,11
2019-17-16,2019,17,16,San Francisco,Seattle,,-3.5,-1.12,10.00%,-2.38,6,yes,6
